OTU_ID,Cd1,Cd2,Cd3,Cd4,Cd5,Cd6,Cd7,Cd8,Cd9,Cd10,Cd11,Cd12,Cd13,Cd14,Cd15,Cd16,Cd17,Cd18,Cd19,Cd20,Cd21,Cd22,Cd23,Cd24,Cd25,Cd26,Cd27,Cd28,Cd29,Cd30
OTU_151,9,1,18,1,13,8,8,10,5,6,6,12,4,15,22,7,14,3,13,13,17,24,27,6,29,0,7,4,21,3
OTU_2042,10,1,3,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0
OTU_116,10,11,37,1,4,6,9,4,13,6,28,19,16,25,51,8,4,14,8,26,19,8,11,5,28,2,14,13,10,9
OTU_38,42,25,82,0,42,50,66,46,35,27,59,64,25,47,64,54,62,72,87,57,33,50,28,23,64,37,56,39,56,55
OTU_236,5,1,5,0,2,7,4,7,2,3,12,3,1,6,12,20,18,16,6,10,15,3,3,0,2,15,16,20,9,17
OTU_456,16,2,12,0,3,0,0,0,0,0,4,3,8,4,12,0,0,0,6,3,2,10,3,4,3,0,0,0,1,0
OTU_857,1,0,1,0,0,1,6,0,4,2,0,1,0,0,2,8,7,4,8,4,0,0,0,0,0,0,2,6,0,1
OTU_535,5,0,0,0,7,0,0,1,3,2,1,5,1,3,0,0,1,3,1,7,3,2,0,0,0,0,5,0,0,6
OTU_1403,6,0,5,0,2,0,0,0,1,2,9,0,2,3,0,11,2,1,0,0,4,8,4,6,3,1,0,0,4,0
OTU_258,13,4,3,0,1,2,10,2,3,4,2,5,1,4,2,12,14,9,23,7,6,26,3,4,16,22,30,31,39,41
OTU_1037,7,3,9,0,4,2,4,3,4,0,3,10,2,6,13,2,3,6,10,9,4,5,5,1,6,4,10,4,6,7
OTU_541,6,2,5,0,4,2,5,0,1,2,4,5,3,10,1,2,6,10,7,8,6,3,0,8,5,0,2,3,6,0
OTU_641,2,1,1,0,3,2,5,0,3,2,0,1,2,2,1,4,1,3,1,3,0,1,0,0,0,0,0,0,0,0
OTU_985,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,6,0,3,2,3,1,0,1,4
OTU_673,4,2,9,0,3,1,4,1,3,1,9,4,3,12,9,1,1,2,5,4,2,9,2,2,1,3,2,2,0,4
OTU_776,2,3,3,0,1,2,0,0,3,1,1,3,2,2,10,2,4,2,1,3,3,0,6,1,3,6,10,4,3,2
OTU_1768,5,1,11,0,3,8,21,9,7,3,6,10,1,7,5,14,13,19,14,3,6,2,3,2,5,6,6,6,2,12
OTU_179,8,1,8,0,2,4,3,5,6,1,13,16,1,14,16,8,3,3,10,6,4,12,1,2,15,4,4,7,3,4
OTU_195,37,7,47,1,31,42,45,44,19,14,16,57,14,30,51,49,60,40,36,26,37,40,13,14,42,24,52,27,37,26
OTU_50,46,25,73,0,28,7,21,3,17,5,46,40,24,63,57,18,14,20,20,21,21,23,3,22,41,2,3,10,6,6
OTU_386,9,4,10,1,11,8,8,5,8,8,5,8,3,4,13,12,13,12,12,4,9,2,11,2,21,13,10,10,9,13
OTU_413,1,1,6,0,4,0,12,2,6,1,13,18,7,2,10,10,14,6,9,23,30,16,25,2,9,4,10,4,11,2
OTU_1426,1,2,2,1,5,0,0,0,0,0,7,1,3,1,0,0,1,0,2,2,19,2,4,1,4,0,1,0,1,3
OTU_2174,5,1,4,0,2,1,0,1,3,0,0,1,1,0,3,8,0,3,2,0,1,6,8,4,5,1,6,4,3,1
OTU_1537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
OTU_291,3,0,0,0,0,19,5,13,6,3,3,1,0,1,3,17,13,23,21,3,0,2,0,1,0,4,3,8,4,8
OTU_181,11,4,14,0,8,16,26,22,21,14,8,11,3,11,10,16,26,27,24,18,1,3,9,1,6,2,23,15,14,18
OTU_1367,4,1,3,0,1,2,1,2,1,1,5,2,4,6,5,3,1,0,4,3,2,4,0,1,5,0,0,2,4,0
OTU_557,6,4,9,0,9,1,2,2,5,2,6,4,4,11,11,4,4,11,5,7,6,3,3,6,4,2,13,5,4,5
OTU_457,5,2,2,0,5,3,4,7,5,6,8,5,3,6,4,14,13,4,9,4,14,6,5,3,6,2,8,2,9,4
OTU_843,2,1,2,1,5,2,0,3,1,0,2,0,2,7,1,1,1,0,0,3,5,7,4,5,2,0,2,0,2,2
OTU_1625,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1457,2,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,2,3,0,0,1,0,0,0,0,1,1,0,1
OTU_602,5,2,11,0,5,19,15,18,31,10,8,12,5,4,7,15,19,30,25,9,11,9,13,3,17,6,14,15,9,24
OTU_688,5,0,13,0,12,11,16,7,8,11,7,8,7,6,20,9,13,7,19,10,9,4,2,2,2,1,8,8,11,2
OTU_400,4,3,2,0,1,5,4,4,5,0,4,1,0,10,6,5,1,10,3,4,0,1,3,1,3,3,3,3,3,1
OTU_725,4,4,16,0,6,9,15,12,8,6,8,17,11,6,24,11,17,7,22,13,4,8,37,3,15,8,16,8,3,3
OTU_29,18,8,25,1,20,8,10,13,13,6,29,25,12,22,28,25,11,21,32,45,38,70,18,26,99,18,42,17,44,28
OTU_118,10,1,24,0,14,18,15,9,9,15,5,6,2,13,2,23,12,20,13,19,7,7,2,3,17,3,19,8,13,3
OTU_379,7,1,5,0,10,5,6,1,6,5,4,7,3,10,5,6,1,4,21,21,1,1,1,0,2,0,9,1,3,0
OTU_947,1,0,0,0,0,1,4,1,2,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,1,0,2,0
OTU_143,2,0,0,0,1,26,40,56,3,7,0,1,0,2,1,5,30,51,13,8,0,0,0,0,3,0,0,2,0,1
OTU_417,2,0,0,0,1,11,5,5,1,6,0,2,1,1,4,13,4,4,12,3,0,0,0,4,3,5,23,14,19,5
OTU_275,13,5,15,0,9,27,23,22,17,20,13,18,3,15,20,26,36,26,39,23,11,14,4,8,16,29,35,22,10,45
OTU_1058,32,7,22,2,8,3,2,1,1,0,33,8,8,13,77,1,2,4,9,2,24,9,47,35,22,7,13,2,9,3
OTU_437,22,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,4,4,3,7,3,3,21,2,2,4
OTU_907,13,4,15,0,8,6,10,4,9,1,15,8,12,7,6,14,12,7,15,22,9,16,1,3,12,1,9,5,6,8
OTU_458,6,1,14,0,4,16,14,11,14,8,2,4,0,7,10,12,17,12,22,22,3,1,3,2,6,4,5,2,5,0
OTU_2369,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,7,0,4,0,1,0,0,0,0,0,0,0,0
OTU_1469,1,0,1,0,1,14,4,16,4,0,4,0,0,2,0,11,17,14,10,5,1,4,3,0,1,10,20,8,6,8
OTU_2399,2,1,7,0,0,2,0,2,4,2,2,0,1,2,3,3,2,1,3,2,0,1,0,0,0,0,2,1,3,2
OTU_314,17,2,10,0,8,6,23,11,30,19,8,9,3,4,15,21,23,15,9,17,6,6,5,1,7,4,15,7,13,8
OTU_700,2,0,1,0,0,3,9,1,3,1,2,0,2,1,2,8,9,18,7,6,1,0,0,1,1,3,7,11,3,5
OTU_1694,3,2,0,0,2,6,1,2,0,0,2,8,0,3,3,4,5,3,3,4,1,2,2,0,1,4,3,2,1,0
OTU_279,13,0,10,1,2,0,6,0,9,3,5,10,6,5,23,3,6,5,4,12,5,0,4,2,0,0,3,0,2,1
OTU_1914,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1258,12,0,3,0,0,0,0,0,1,1,2,1,3,2,5,0,0,0,0,0,1,1,4,1,0,0,0,0,1,0
OTU_2436,2,0,2,0,0,2,1,2,4,4,0,0,0,0,0,7,5,1,1,0,1,0,0,0,1,1,0,0,1,3
OTU_221,4,1,11,0,5,8,13,15,8,1,3,1,3,2,7,6,8,9,3,11,0,3,5,2,3,3,8,5,3,6
OTU_1522,12,1,7,2,10,7,14,11,10,9,6,6,8,14,22,19,24,23,13,21,7,8,12,4,15,5,8,7,17,5
OTU_463,7,5,8,0,4,8,5,8,5,2,7,7,5,7,2,8,9,26,17,8,12,3,2,2,11,0,3,6,3,13
OTU_67,20,9,37,1,16,25,49,37,24,19,15,22,13,24,13,30,38,60,34,24,11,20,3,3,23,16,15,29,7,32
OTU_803,15,8,22,0,10,25,20,12,21,9,11,16,8,18,27,18,29,25,28,25,8,17,10,3,12,10,23,28,20,10
OTU_1054,7,1,5,1,3,3,7,4,10,3,2,6,0,3,11,6,9,10,7,10,5,6,4,4,7,6,8,2,3,2
OTU_842,2,1,11,0,2,6,7,2,8,3,4,3,0,7,2,3,5,7,6,6,2,7,4,0,4,0,4,3,2,1
OTU_106,9,2,12,0,16,4,3,5,6,8,6,2,6,15,27,11,8,17,27,28,16,14,14,3,12,0,5,3,5,4
OTU_489,6,3,3,0,3,0,0,0,2,0,3,0,2,1,12,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0
OTU_1848,2,0,2,0,1,2,5,2,2,0,2,3,1,0,1,4,2,4,1,0,1,1,1,4,7,5,3,1,2,2
OTU_159,3,4,9,0,6,18,38,26,28,12,9,2,6,20,31,23,25,36,46,22,9,13,13,9,9,3,26,14,20,19
OTU_243,8,1,5,1,4,17,17,15,7,16,4,1,3,2,9,10,19,18,16,0,6,2,5,0,7,3,5,6,2,1
OTU_247,10,13,15,0,11,18,18,13,23,10,37,13,7,29,36,30,23,41,37,38,17,42,10,16,38,15,26,22,11,24
OTU_844,2,1,1,1,1,9,14,20,3,8,1,2,0,2,4,8,11,13,8,2,1,3,3,0,2,3,9,6,3,2
OTU_737,6,1,2,1,3,0,0,0,1,0,2,0,1,10,5,1,0,2,2,8,8,4,1,6,4,0,0,0,5,0
OTU_1212,2,1,0,0,0,4,2,3,2,2,0,1,0,0,1,1,8,0,0,1,1,0,1,0,1,0,2,0,3,1
OTU_2081,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1121,5,1,14,0,4,8,20,15,20,10,7,4,3,4,6,16,25,11,10,19,3,8,4,2,6,2,21,5,13,6
OTU_276,5,0,15,0,6,3,3,4,11,3,10,2,6,6,13,5,4,5,11,15,2,15,2,3,13,4,4,5,11,1
OTU_487,2,2,2,0,0,8,10,7,5,1,0,0,1,3,3,1,6,1,3,0,1,1,2,0,3,0,2,0,1,4
OTU_2004,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,3,0
OTU_227,2,0,6,0,8,13,8,9,11,4,3,5,3,5,16,4,11,3,16,8,8,1,2,6,11,7,4,8,2,6
OTU_1111,3,2,0,0,3,0,0,0,0,2,9,1,2,3,2,0,0,0,0,1,5,3,0,6,4,0,0,0,1,0
OTU_76,7,2,7,0,0,14,18,18,17,19,11,1,3,13,11,19,45,20,21,6,5,3,7,2,16,6,8,12,11,12
OTU_702,8,5,14,1,10,2,7,6,14,7,3,18,8,16,25,10,12,7,6,11,15,7,10,5,5,7,13,6,5,7
OTU_209,8,2,5,0,0,3,8,7,10,7,5,11,0,7,8,12,7,4,14,10,0,1,1,2,2,1,2,0,2,4
OTU_319,8,10,8,0,4,14,23,6,12,11,9,10,4,24,8,21,12,27,22,18,14,41,5,2,28,13,28,15,18,22
OTU_1022,2,0,0,0,0,2,8,1,5,0,1,0,0,3,2,2,0,20,2,0,0,2,0,0,0,1,14,7,0,1
OTU_494,12,6,17,2,19,20,22,15,12,10,8,14,7,10,12,10,14,12,14,9,8,7,3,3,15,9,13,12,10,7
OTU_757,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_114,14,5,18,0,17,8,20,18,18,4,11,16,12,14,22,33,41,28,37,42,5,8,20,3,6,6,12,1,7,4
OTU_835,1,0,3,0,0,3,5,4,4,2,0,0,2,2,5,5,6,0,7,3,3,0,0,0,1,1,5,1,8,5
OTU_45,14,16,46,1,13,4,12,11,10,3,39,37,22,35,37,15,13,14,24,34,17,25,11,7,43,4,20,9,25,14
OTU_527,3,0,1,1,4,0,3,1,1,0,3,4,3,5,5,2,0,8,5,7,2,19,0,0,19,2,3,9,7,6
OTU_364,6,2,9,1,6,6,9,3,6,2,4,3,3,9,15,5,7,5,5,7,9,2,7,0,2,3,3,4,7,4
OTU_651,7,2,8,0,4,14,22,12,12,4,4,4,2,8,5,9,25,17,12,14,4,7,4,6,8,4,12,17,10,19
OTU_350,9,1,14,0,9,7,24,14,11,13,14,5,9,12,23,24,27,22,43,28,9,7,3,3,12,10,19,14,14,15
OTU_807,1,0,3,1,0,1,2,1,1,2,3,1,0,0,12,3,1,2,1,8,5,4,7,2,6,1,7,11,6,1
OTU_600,2,0,3,0,0,1,0,5,4,3,2,2,4,2,6,3,3,2,3,5,0,3,2,0,3,3,10,6,1,3
OTU_2540,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,1,0,1,0,3,0,0,0,0,0
OTU_391,4,2,6,0,0,2,8,4,2,3,1,1,4,0,8,7,5,2,5,4,2,5,6,1,5,2,9,5,4,6
OTU_1479,9,2,8,0,11,1,0,1,4,0,7,16,5,5,16,3,1,5,5,8,9,8,6,2,10,0,3,1,6,1
OTU_2411,2,0,0,0,0,1,2,2,1,1,2,3,0,1,0,0,1,0,6,1,0,0,19,0,0,2,2,0,0,3
OTU_283,7,8,15,4,6,7,8,5,18,3,10,12,10,12,18,10,10,15,15,23,5,7,4,4,3,1,8,6,2,1
OTU_206,5,4,18,0,17,14,0,6,25,5,7,11,7,38,46,16,8,11,26,30,17,20,34,13,22,5,20,3,9,8
OTU_1829,29,8,38,2,38,3,7,3,9,5,38,21,35,45,42,15,3,10,24,26,50,121,31,28,96,8,26,12,28,13
OTU_411,8,10,22,1,22,4,15,6,14,4,18,24,14,27,27,11,15,18,22,26,10,14,9,8,10,4,9,11,10,5
OTU_1434,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_186,8,1,11,0,2,2,10,10,12,5,19,9,8,2,19,9,9,11,19,6,11,4,8,1,10,3,4,3,8,3
OTU_1736,1,2,1,0,1,3,3,7,9,0,1,2,1,3,5,5,5,8,6,22,3,1,3,1,1,0,2,1,1,1
OTU_752,5,16,5,0,0,0,0,0,1,0,4,1,7,3,7,0,0,0,0,1,3,2,2,1,1,0,0,0,0,0
OTU_2422,6,0,4,0,1,5,9,9,9,2,7,4,3,5,10,2,7,15,6,10,4,7,4,3,11,3,16,8,11,1
OTU_1313,3,1,7,0,1,2,5,1,2,3,1,4,0,6,3,3,5,4,5,2,0,2,0,1,0,2,2,0,0,0
OTU_108,13,4,7,0,13,23,15,37,31,6,5,6,5,14,20,42,32,26,45,32,24,22,14,4,20,13,63,23,51,28
OTU_765,12,9,22,1,2,9,17,14,8,7,8,8,3,11,12,18,22,17,20,18,5,11,5,2,11,10,19,9,12,11
OTU_1012,5,2,9,0,4,9,10,9,7,7,9,10,1,10,8,4,7,21,9,10,4,1,4,3,6,1,4,3,2,4
OTU_789,5,1,8,0,3,9,4,3,7,3,2,2,2,1,3,6,12,3,12,3,3,2,0,4,2,3,8,8,14,5
OTU_1404,5,1,10,0,3,3,4,1,0,2,2,7,3,7,7,2,3,5,11,3,4,7,2,1,3,0,8,3,1,1
OTU_490,2,1,1,0,3,16,10,18,18,5,6,3,4,6,12,13,26,27,36,35,3,8,1,3,11,12,29,13,7,29
OTU_218,8,1,8,0,2,12,20,13,23,13,4,9,0,10,13,38,29,31,34,31,1,3,8,1,4,5,40,14,28,25
OTU_126,1,0,1,0,0,35,37,37,9,9,1,1,0,2,1,18,33,74,17,11,0,1,0,0,0,5,4,14,3,7
OTU_74,5,2,5,0,6,4,19,6,7,6,3,17,4,3,11,19,22,18,29,15,6,5,4,8,5,2,6,6,13,7
OTU_55,12,5,17,0,23,24,47,22,28,17,11,8,8,5,19,58,49,31,93,64,77,19,22,14,37,20,56,36,31,30
OTU_164,24,21,12,1,27,22,25,17,28,20,25,15,17,53,32,30,15,39,35,44,21,23,15,11,16,12,12,11,14,12
OTU_447,2,0,4,2,1,0,0,0,1,1,3,2,2,5,12,6,0,1,1,3,6,4,1,0,0,0,4,2,1,1
OTU_952,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,1,0,0,0,0,0,1,0,3,0
OTU_745,1,1,4,0,0,2,0,1,3,1,2,1,1,2,1,5,5,1,4,4,0,0,2,1,0,2,3,0,0,0
OTU_100,2,1,6,0,4,0,7,7,19,8,5,5,5,3,16,18,7,14,10,17,12,10,23,4,16,14,32,17,17,22
OTU_712,4,2,4,0,4,3,5,4,0,1,2,1,0,4,9,1,1,6,6,4,4,3,0,0,3,2,5,5,3,0
OTU_936,1,0,3,0,1,4,2,3,0,1,0,0,1,2,0,1,1,5,5,1,2,0,1,0,3,3,4,5,0,2
OTU_918,2,0,0,0,0,0,2,3,3,1,0,0,0,0,1,4,5,4,1,1,1,1,1,1,1,3,5,4,0,0
OTU_321,6,2,10,0,3,1,2,2,2,1,4,19,4,13,11,10,4,4,9,3,4,2,0,1,2,0,2,0,5,0
OTU_675,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_961,9,7,10,1,3,12,7,12,4,13,3,10,4,10,7,12,8,12,17,9,7,8,1,5,20,3,24,7,6,12
OTU_1091,1,1,6,0,1,3,4,1,1,3,0,4,3,7,6,3,3,4,4,3,0,0,3,1,4,0,1,1,6,2
OTU_571,13,7,11,0,11,9,5,3,11,11,26,14,24,16,11,7,6,14,14,15,43,27,16,12,28,6,10,9,18,9
OTU_1265,2,0,1,0,0,0,6,4,3,0,0,2,0,0,0,4,17,0,0,1,0,0,1,0,0,0,0,2,0,8
OTU_729,3,0,1,0,1,0,0,0,0,0,3,7,5,0,3,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0
OTU_2254,6,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,9,5,0,0,0,0,0
OTU_1283,3,4,5,0,3,9,10,8,7,6,4,5,4,3,8,6,7,3,8,9,1,2,0,1,4,0,2,2,4,1
OTU_157,5,6,16,1,23,6,11,5,14,7,11,10,5,29,33,41,17,21,41,3,15,45,38,14,30,3,31,13,33,20
OTU_1629,6,2,5,0,6,5,5,1,11,1,5,6,3,13,9,5,2,9,9,2,11,5,7,9,7,4,5,3,4,4
OTU_950,1,0,1,0,0,1,1,2,1,0,1,0,0,0,0,2,0,7,5,0,0,0,0,0,0,0,4,0,3,0
OTU_125,7,5,7,0,7,22,27,32,12,14,2,4,2,4,2,15,17,33,25,7,6,2,3,1,9,5,14,10,6,12
OTU_1446,2,0,3,0,1,1,1,1,1,0,0,0,0,2,1,2,0,2,2,4,1,2,0,0,0,2,1,1,3,1
OTU_1205,1,0,1,0,4,5,6,3,5,4,3,5,0,6,0,5,14,6,2,2,1,0,1,2,3,3,4,1,1,2
OTU_567,3,7,3,0,3,1,3,1,4,4,9,3,18,5,27,5,6,10,11,51,7,39,0,4,6,2,11,7,15,4
OTU_503,3,0,14,0,6,6,10,10,23,7,6,4,2,14,12,5,13,4,11,10,9,4,5,8,3,2,20,4,8,6
OTU_325,7,4,12,0,7,19,24,25,27,12,5,8,4,8,11,19,18,18,26,23,7,7,5,4,11,5,16,14,7,8
OTU_1297,6,5,8,0,5,0,0,1,0,0,8,8,2,2,3,3,4,10,3,1,4,9,12,9,15,4,10,5,6,9
OTU_485,11,4,16,0,8,6,12,8,4,7,13,12,1,11,7,11,9,5,9,13,5,13,0,6,6,4,11,5,2,9
OTU_324,6,1,6,2,5,4,3,4,10,4,17,8,3,6,11,20,15,21,13,47,10,10,6,5,13,20,23,12,10,14
OTU_1953,2,1,1,0,0,0,1,0,2,1,0,0,1,0,0,1,1,0,4,0,0,0,0,0,2,0,1,1,2,0
OTU_2196,3,0,1,0,0,1,0,0,1,0,0,1,0,3,1,0,0,0,0,0,4,0,2,1,3,0,1,1,0,0
OTU_1308,5,0,1,0,0,5,6,9,2,2,4,0,2,2,7,2,18,1,9,5,1,5,13,2,7,6,32,13,12,3
OTU_2164,7,0,3,0,1,3,6,4,7,3,4,5,0,1,7,6,6,10,7,7,0,2,6,1,4,2,10,8,6,3
OTU_1862,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2336,1,1,2,0,0,3,2,4,1,1,1,2,0,0,4,2,1,0,1,4,2,3,0,0,2,0,2,0,2,0
OTU_618,11,8,22,0,19,6,11,7,7,5,11,15,13,18,20,11,8,12,19,11,8,8,6,7,8,3,11,5,13,7
OTU_1465,2,1,1,1,0,0,0,3,2,1,3,0,0,1,2,1,1,3,3,1,1,0,2,1,1,0,5,1,0,0
OTU_263,12,2,6,0,6,2,3,4,6,1,6,2,5,12,11,7,3,8,10,6,12,2,5,2,5,4,12,0,17,3
OTU_1186,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_53,15,3,33,0,61,9,24,5,12,3,15,3,3,6,4,11,5,1,88,270,39,54,15,31,8,3,6,9,32,3
OTU_238,11,1,8,1,73,2,1,2,4,1,5,4,6,8,5,4,2,15,10,28,4,6,0,4,6,2,13,4,5,1
OTU_442,2,0,1,0,0,0,2,1,2,1,0,0,0,4,1,2,12,0,0,1,3,1,0,0,1,1,2,3,4,0
OTU_1960,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_439,5,3,7,0,2,3,1,2,2,3,3,9,1,7,8,3,2,7,11,6,1,6,5,3,7,6,7,3,12,1
OTU_1386,2,1,1,0,2,3,7,3,6,5,1,0,0,0,2,7,4,3,10,14,0,1,0,2,1,2,3,2,2,3
OTU_1649,2,2,0,0,1,1,7,3,7,6,1,0,0,5,3,11,10,11,7,6,1,3,1,1,2,8,26,6,9,16
OTU_617,2,0,3,0,0,1,6,1,10,6,7,2,2,3,13,7,11,4,10,20,7,7,14,1,2,3,13,5,9,5
OTU_1442,3,1,2,0,0,1,0,5,2,0,2,0,1,3,15,0,2,0,0,2,4,0,4,2,3,3,1,1,1,4
OTU_678,1,1,1,0,4,3,7,4,2,1,1,4,1,1,4,9,3,3,3,5,4,13,1,2,10,4,8,7,5,3
OTU_966,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_756,2,1,4,0,0,4,6,2,7,1,1,2,1,2,5,12,10,12,11,5,1,1,2,1,0,4,6,2,0,0
OTU_477,13,8,20,2,10,21,27,26,36,19,17,14,4,18,54,40,37,34,34,33,18,24,18,15,33,16,54,41,32,19
OTU_352,8,2,2,0,2,1,11,5,2,3,2,8,2,6,1,9,15,14,20,2,2,3,4,1,4,1,3,1,0,0
OTU_815,2,0,0,0,0,7,0,0,9,1,0,0,0,0,0,1,16,4,2,10,0,0,0,0,0,0,2,0,0,0
OTU_198,1,0,0,0,0,15,22,18,17,6,0,0,0,3,0,31,23,55,22,2,1,0,0,0,1,8,18,12,3,14
OTU_1412,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,3,1
OTU_531,2,1,2,0,0,16,15,15,8,11,1,1,1,2,1,3,21,15,17,10,2,2,1,0,2,9,7,4,4,5
OTU_593,3,1,4,0,4,0,0,0,2,0,9,3,5,56,14,0,0,0,0,0,14,3,39,6,3,0,0,0,1,0
OTU_801,8,4,10,1,4,13,11,14,3,4,6,4,4,13,16,19,15,26,15,8,5,6,3,1,10,8,14,13,8,10
OTU_555,1,0,3,0,2,8,5,7,2,4,1,0,0,1,3,3,3,3,0,23,0,2,0,0,0,1,1,1,1,2
OTU_426,5,1,1,0,0,1,0,1,0,1,0,0,0,1,2,0,1,1,2,0,0,0,1,2,0,0,0,0,0,2
OTU_182,7,3,2,3,0,2,1,1,7,2,4,2,7,3,36,20,9,8,2,10,1,0,15,0,7,4,12,8,9,6
OTU_2108,2,2,6,0,0,2,8,0,4,2,3,2,2,5,2,7,4,4,3,1,4,2,1,1,3,1,4,1,2,0
OTU_1550,9,0,5,0,3,6,2,5,9,0,5,10,6,7,8,7,1,4,14,15,7,1,3,1,8,1,3,2,3,7
OTU_683,6,1,5,0,3,9,9,11,7,3,7,3,3,7,14,13,5,8,11,14,5,3,0,3,9,1,12,6,4,14
OTU_2134,9,11,20,1,14,8,7,9,13,10,25,12,24,37,30,18,19,22,43,48,18,36,9,15,29,7,29,10,19,17
OTU_1138,1,0,1,0,0,0,2,4,1,4,0,1,0,1,6,3,2,4,5,1,1,2,5,0,2,0,2,2,3,1
OTU_1964,5,0,0,0,4,0,0,0,6,0,1,3,0,2,2,1,0,0,1,1,2,2,2,0,5,1,3,0,0,0
OTU_1742,1,0,1,0,4,5,4,5,4,2,4,2,0,2,3,2,5,5,12,2,0,8,3,0,1,0,4,1,1,0
OTU_2192,6,3,3,0,1,0,8,0,0,0,3,5,10,5,9,3,2,0,3,0,6,0,4,0,8,0,2,1,4,2
OTU_1387,1,1,3,0,3,2,0,0,1,1,0,0,0,1,1,3,3,6,2,1,1,1,2,1,3,1,0,2,3,0
OTU_1360,7,2,12,1,3,19,16,11,14,5,10,7,3,6,9,13,23,26,10,14,3,9,4,3,7,11,19,7,6,16
OTU_1728,2,0,2,0,0,0,0,0,3,0,0,0,0,3,2,2,1,2,0,0,0,0,0,2,1,0,4,0,2,0
OTU_2060,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_117,9,4,11,0,11,15,28,12,9,11,5,9,2,10,19,16,19,22,13,9,6,12,7,5,8,6,11,5,11,9
OTU_846,1,0,1,0,0,5,4,3,1,2,1,0,0,0,0,1,3,4,5,1,0,0,0,0,0,0,0,0,0,0
OTU_1020,6,4,12,0,8,6,12,4,6,5,1,9,3,11,6,5,8,9,12,14,4,14,2,0,8,8,11,5,7,8
OTU_455,8,6,15,0,7,6,13,8,9,4,8,11,4,13,12,12,11,9,12,15,11,9,3,6,9,4,9,5,7,4
OTU_1749,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,5,2,1,0,2,0,0,0,0,0
OTU_451,3,2,11,0,8,11,19,15,11,8,8,9,0,5,13,7,14,16,24,15,3,2,3,11,5,7,12,7,4,11
OTU_269,8,1,22,2,2,13,12,15,26,13,9,4,5,6,21,7,12,6,18,17,7,8,7,3,12,2,7,9,5,4
OTU_300,4,2,6,0,2,3,15,8,8,3,4,0,1,0,2,7,23,11,9,9,2,0,3,0,4,5,2,3,3,3
OTU_591,1,0,0,0,0,8,25,16,1,1,0,0,0,0,0,5,8,21,6,1,0,0,0,0,0,2,0,2,0,1
OTU_1400,4,1,1,0,1,4,11,6,6,2,1,1,1,3,2,6,9,12,11,5,1,3,4,0,2,2,4,4,0,2
OTU_518,1,1,7,0,3,4,8,5,3,2,0,8,0,3,11,9,7,7,12,2,3,2,1,3,2,1,4,1,1,2
OTU_1876,6,4,4,0,1,1,3,1,5,3,3,5,0,3,2,1,1,1,1,6,4,1,1,2,1,2,1,0,2,2
OTU_433,3,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,2,0,0,3,0,0,1,2,0,1,1,0,1,1
